FID,MEASID,TimeStamp,Time,Site,LonBase,LatBase,Dist1__ft_,Dist2_Y,Dir1_X,Dir2_Y,LonPoint,LatPoint,Soil_Sat__,ID,Zone,Notes,Veg_Orig,Veg,Trip,Record_in,Lat_from_T,Longitude,Period___u,Attenuatio,Permittivi,Probe_Mode,F27,1973_raste,2014_raste,aspect,tpi_300m,flow_acc_d,slope_deg,Elevation,Fire_Year_,Fire_Num,Fire_Max_S,RASTERVALU
1838,13836.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,40.000000000000000,-5.000000000000000,W,N,-118.685733999999997,36.711886999999997,16.899999999999999,0.000000000000000, ,RIRO (not sure I read that right),Wet Meadow,dense meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,77.125725799999998
1839,13835.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,35.000000000000000,5.000000000000000,W,N,-118.685732000000002,36.711905999999999,0.000000000000000,0.000000000000000, ,0,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,74.974402319999996
1840,13834.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,35.000000000000000,-5.000000000000000,W,N,-118.685721000000001,36.711896000000003,0.000000000000000,0.000000000000000, ,0,Wet Meadow,dense meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,75.298812450000000
1841,13833.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,30.000000000000000,5.000000000000000,W,N,-118.685719000000006,36.711914999999998,0.000000000000000,0.000000000000000, ,0,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,73.187155099999998
1842,13832.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,30.000000000000000,-5.000000000000000,W,N,-118.685708000000005,36.711903999999997,0.000000000000000,0.000000000000000, ,0,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,73.504342230000006
1843,13831.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,25.000000000000000,5.000000000000000,W,N,-118.685705999999996,36.711922999999999,0.000000000000000,0.000000000000000, ,DWD and logs,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,71.433345000000003
1844,13830.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,25.000000000000000,-5.000000000000000,W,N,-118.685694999999996,36.711911999999998,0.000000000000000,0.000000000000000, ,DWD and logs,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,71.742315149999996
1845,13829.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,20.000000000000000,5.000000000000000,W,N,-118.685693000000001,36.711931000000000,0.300000000000000,0.000000000000000, ,0.3,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,69.710964869999998
1846,13828.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,20.000000000000000,-5.000000000000000,W,N,-118.685682000000000,36.711920999999997,0.000000000000000,0.000000000000000, ,0,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,70.013690449999999
1847,13827.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,15.000000000000000,5.000000000000000,W,N,-118.685680000000005,36.711939999999998,0.000000000000000,0.000000000000000, ,0,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,68.021027900000007
1848,13826.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,15.000000000000000,-5.000000000000000,W,N,-118.685669000000004,36.711928999999998,0.000000000000000,0.000000000000000, ,0,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,68.316530470000004
1849,13825.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,10.000000000000000,5.000000000000000,W,N,-118.685665999999998,36.711948000000000,1.200000000000000,0.000000000000000, ,1.2,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,150.7519989,-6,3.0000000,6.3482499,2382.0000000,2003,1,2,66.363534079999994
1850,13824.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,10.000000000000000,-5.000000000000000,W,N,-118.685655999999994,36.711938000000004,2.800000000000000,0.000000000000000, ,2.8,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,158.8719940,-7,13.0000000,6.3507500,2380.9799805,2003,1,2,66.651813630000007
1851,13823.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,5.000000000000000,5.000000000000000,W,N,-118.685653000000002,36.711956999999998,0.000000000000000,0.000000000000000, ,0,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,150.7519989,-6,3.0000000,6.3482499,2382.0000000,2003,1,2,64.738483419999994
1852,13822.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,5.000000000000000,-5.000000000000000,W,N,-118.685642999999999,36.711945999999998,0.000000000000000,0.000000000000000, ,0,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,4.0000000,1.0000000,149.9470062,-6,0.0000000,5.2391801,2381.7800293,2003,1,2,65.019539960000003
1853,13821.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,0.000000000000000,5.000000000000000,W,N,-118.685640000000006,36.711964999999999,1.100000000000000,0.000000000000000, ,log,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,4.0000000,1.0000000,149.9470062,-6,0.0000000,5.2391801,2381.7800293,2003,1,2,63.145875930000003
1854,13820.000000000000000,6/28/2018 0:00:00,,0.000000000000000,-118.685635,36.71195998,0.000000000000000,-5.000000000000000,W,N,-118.685630000000003,36.711955000000003,0.000000000000000,0.000000000000000, ,WPT 1279,"Meadow, Open",sparse meadow,2018_Early,0.000000000000000, , , , , , , ,4.0000000,1.0000000,149.9470062,-6,0.0000000,5.2391801,2381.7800293,2003,1,2,63.419709449999999
1855,437.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,0.000000000000000,-5.000000000000000,N,E,-118.688475999999994,36.712494999999997,31.199999999999999,1783.000000000000000,[No GPS Lock],slopes back up towards the south; WPT 697,Wet Meadow,dense meadow,2016_Early,2844.000000000000000, , , , , , , ,6.0000000,6.0000000,132.1580048,-4,23.0000000,2.7788000,2401.6599121,2003,1,3,261.062143810000009
1856,439.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,5.000000000000000,-5.000000000000000,N,E,-118.688473000000002,36.712508999999997,34.670000000000002,1783.000000000000000,[No GPS Lock],slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,2843.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,259.845087610000007
1857,441.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,10.000000000000000,-5.000000000000000,N,E,-118.688471000000007,36.712522999999997,49.640000000000001,1783.000000000000000,[No GPS Lock],slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,2842.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,258.640922499999988
1858,443.000000000000000,5/31/2016 0:00:00,,0.000000000000000, , ,15.000000000000000,-5.000000000000000,N,E,-118.688468000000000,36.712536999999998,55.600000000000001,1783.000000000000000, ,slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,257.429747329999998
1859,445.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,20.000000000000000,-5.000000000000000,N,E,-118.688464999999994,36.712550999999998,55.600000000000001,1783.000000000000000,[No GPS Lock],slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,2841.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,256.221540150000010
1860,447.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,25.000000000000000,-5.000000000000000,N,E,-118.688462999999999,36.712564999999998,55.600000000000001,1783.000000000000000,[No GPS Lock],slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,2840.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,255.026059159999988
1861,449.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,30.000000000000000,-5.000000000000000,N,E,-118.688460000000006,36.712580000000003,55.600000000000001,1783.000000000000000,[No GPS Lock],diagonal log crosses on West side,Wet Meadow,dense meadow,2016_Early,2839.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,253.823733010000012
1862,451.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,35.000000000000000,-5.000000000000000,N,E,-118.688457000000000,36.712594000000003,55.600000000000001,1783.000000000000000,[No GPS Lock],55.6,Wet Meadow,dense meadow,2016_Early,2838.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,252.624374850000009
1863,438.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,0.000000000000000,5.000000000000000,N,E,-118.688456000000002,36.712494999999997,51.310000000000002,1329.000000000000000,[No GPS Lock],slopes back up towards the south; WPT 698,Wet Meadow,dense meadow,2016_Early,2843.000000000000000, , , , , , , ,6.0000000,6.0000000,132.1580048,-4,23.0000000,2.7788000,2401.6599121,2003,1,3,259.055539819999979
1864,453.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,40.000000000000000,-5.000000000000000,N,E,-118.688455000000005,36.712608000000003,55.600000000000001,1783.000000000000000,[No GPS Lock],55.6,Wet Meadow,dense meadow,2016_Early,2837.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,251.437577989999994
1865,440.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,5.000000000000000,5.000000000000000,N,E,-118.688452999999996,36.712508999999997,51.109999999999999,1329.000000000000000,[No GPS Lock],slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,2842.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,257.849476840000023
1866,455.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,45.000000000000000,-5.000000000000000,N,E,-118.688451999999998,36.712622000000003,55.600000000000001,1783.000000000000000,[No GPS Lock],55.6,Wet Meadow,dense meadow,2016_Early,2836.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,250.244100860000003
1867,442.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,10.000000000000000,5.000000000000000,N,E,-118.688451000000001,36.712522999999997,48.289999999999999,1329.000000000000000,[No GPS Lock],slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,2841.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,256.656304939999984
1868,457.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,50.000000000000000,-5.000000000000000,N,E,-118.688449000000006,36.712636000000003,55.600000000000001,1783.000000000000000,[No GPS Lock],55.6,Wet Meadow,dense meadow,2016_Early,2835.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,249.053591740000002
1869,444.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,15.000000000000000,5.000000000000000,N,E,-118.688447999999994,36.712536999999998,37.880000000000003,1329.000000000000000,[No GPS Lock],slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,2840.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,255.456122980000004
1870,459.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,55.000000000000000,-5.000000000000000,N,E,-118.688446999999996,36.712649999999996,50.539999999999999,1783.000000000000000,[No GPS Lock],50.54,"Conifer, PICO",mixed conifer,2016_Early,2834.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,247.875479009999992
1871,446.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,20.000000000000000,5.000000000000000,N,E,-118.688445000000002,36.712550999999998,55.600000000000001,1329.000000000000000,[No GPS Lock],slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,2839.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,254.258909009999996
1872,461.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,60.000000000000000,-5.000000000000000,N,E,-118.688444000000004,36.712663999999997,41.240000000000002,1783.000000000000000,[No GPS Lock],41.24,"Conifer, PICO",mixed conifer,2016_Early,2833.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,246.690850920000003
1873,448.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,25.000000000000000,5.000000000000000,N,E,-118.688443000000007,36.712564999999998,55.600000000000001,1329.000000000000000,[No GPS Lock],slopes back up towards the south,Wet Meadow,dense meadow,2016_Early,2838.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,253.074421239999992
1874,463.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,65.000000000000000,-5.000000000000000,N,E,-118.688440999999997,36.712677999999997,55.600000000000001,1783.000000000000000,[No GPS Lock],55.6,"Conifer, PICO",mixed conifer,2016_Early,2832.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,245.509190840000002
1875,450.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,30.000000000000000,5.000000000000000,N,E,-118.688440000000000,36.712580000000003,55.600000000000001,1329.000000000000000,[No GPS Lock],55.6,"Conifer, PICO",mixed conifer,2016_Early,2837.000000000000000, , , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,251.883088310000005
1876,465.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,70.000000000000000,-5.000000000000000,N,E,-118.688439000000002,36.712691999999997,46.200000000000003,1783.000000000000000,[No GPS Lock],46.2,"Conifer, PICO",mixed conifer,2016_Early,2831.000000000000000, , , , , , , ,6.0000000,6.0000000,150.2660065,-3,101.0000000,3.8741100,2403.1499023,2003,1,3,244.339762250000007
1877,452.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,35.000000000000000,5.000000000000000,N,E,-118.688436999999993,36.712594000000003,38.359999999999999,1329.000000000000000,[No GPS Lock],38.36,"Conifer, PICO",mixed conifer,2016_Early,2836.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,250.694723379999999
1878,467.000000000000000,5/31/2016 0:00:00,,0.000000000000000, , ,75.000000000000000,-5.000000000000000,N,E,-118.688435999999996,36.712707000000002,45.700000000000003,1783.000000000000000, ,45.7,"Conifer, PICO",mixed conifer,2016_Early,0.000000000000000, , , , , , , ,6.0000000,6.0000000,150.2660065,-3,101.0000000,3.8741100,2403.1499023,2003,1,3,243.180579709999989
1879,454.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,40.000000000000000,5.000000000000000,N,E,-118.688434999999998,36.712608000000003,41.229999999999997,1329.000000000000000,[No GPS Lock],Diagonal log crosses on East side,"Conifer, PICO",mixed conifer,2016_Early,2835.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,249.518919729999993
1880,469.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,80.000000000000000,-5.000000000000000,N,E,-118.688433000000003,36.712721000000002,45.649999999999999,1783.000000000000000,[No GPS Lock],45.65,"Conifer, PICO",mixed conifer,2016_Early,2830.000000000000000, , , , , , , ,6.0000000,6.0000000,150.2660065,-3,101.0000000,3.8741100,2403.1499023,2003,1,3,242.025125699999990
1881,456.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,45.000000000000000,5.000000000000000,N,E,-118.688432000000006,36.712622000000003,35.549999999999997,1329.000000000000000,[No GPS Lock],35.55,"Conifer, PICO",mixed conifer,2016_Early,2834.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,248.336435840000007
1882,471.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,85.000000000000000,-5.000000000000000,N,E,-118.688430999999994,36.712735000000002,18.920000000000002,1783.000000000000000,[No GPS Lock],18.92,"Conifer, PICO",mixed conifer,2016_Early,2829.000000000000000, , , , , , , ,6.0000000,6.0000000,150.2660065,-3,101.0000000,3.8741100,2403.1499023,2003,1,3,240.876789720000005
1883,458.000000000000000,5/31/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,50.000000000000000,5.000000000000000,N,E,-118.688428999999999,36.712636000000003,45.259999999999998,1329.000000000000000,[No GPS Lock],45.26,"Conifer, PICO",mixed conifer,2016_Early,2833.000000000000000, , , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,247.156919939999995
