FID,MEASID,TimeStamp,Time,Site,LonBase,LatBase,Dist1__ft_,Dist2_Y,Dir1_X,Dir2_Y,LonPoint,LatPoint,Soil_Sat__,ID,Zone,Notes,Veg_Orig,Veg,Trip,Record_in,Lat_from_T,Longitude,Period___u,Attenuatio,Permittivi,Probe_Mode,F27,1973_raste,2014_raste,aspect,tpi_300m,flow_acc_d,slope_deg,Elevation,Fire_Year_,Fire_Num,Fire_Max_S,RASTERVALU
425,1309.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,90.000000000000000,-5.000000000000000,NW,NE,-118.686553000000004,36.713607000000003,10.300000000000001,1783.000000000000000, ,10.3,Wet Meadow,dense meadow,2016_Late,0.000000000000000,119, , , , , , ,4.0000000,2.0000000,117.3190002,-9,17.0000000,9.4606895,2392.8000488,2003,1,4,4.984270650000000
426,1320.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,90.000000000000000,5.000000000000000,NW,NE,-118.686553000000004,36.713627000000002,11.789999999999999,1329.000000000000000,[No GPS Lock],11.79,Wet Meadow,dense meadow,2016_Late,4184.000000000000000,120, , , , , , ,4.0000000,2.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,2.867041700000000
427,1308.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,80.000000000000000,-5.000000000000000,NW,NE,-118.686530000000005,36.713599000000002,23.399999999999999,1783.000000000000000, ,23.4,Wet Meadow,dense meadow,2016_Late,0.000000000000000,117, , , , , , ,4.0000000,4.0000000,117.3190002,-9,17.0000000,9.4606895,2392.8000488,2003,1,4,8.054110450000000
428,1319.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,80.000000000000000,5.000000000000000,NW,NE,-118.686530000000005,36.713619000000001,37.710000000000001,1329.000000000000000,[No GPS Lock],37.71,Wet Meadow,dense meadow,2016_Late,4183.000000000000000,118, , , , , , ,4.0000000,4.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,5.976453240000000
429,1307.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,70.000000000000000,-5.000000000000000,NW,NE,-118.686507000000006,36.713591999999998,48.899999999999999,1783.000000000000000, ,48.9,Wet Meadow,dense meadow,2016_Late,0.000000000000000,115, , , , , , ,4.0000000,4.0000000,117.3190002,-9,17.0000000,9.4606895,2392.8000488,2003,1,4,10.867095160000000
430,1318.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,70.000000000000000,5.000000000000000,NW,NE,-118.686507000000006,36.713611999999998,38.909999999999997,1329.000000000000000,[No GPS Lock],38.91,Wet Meadow,dense meadow,2016_Late,4182.000000000000000,116, , , , , , ,4.0000000,4.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,9.118739460000000
431,1306.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,60.000000000000000,-5.000000000000000,NW,NE,-118.686483999999993,36.713583999999997,55.549999999999997,1783.000000000000000, ,55.55,Wet Meadow,dense meadow,2016_Late,0.000000000000000,113, , , , , , ,4.0000000,4.0000000,117.3190002,-9,17.0000000,9.4606895,2392.8000488,2003,1,4,13.423224810000001
432,1317.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,60.000000000000000,5.000000000000000,NW,NE,-118.686483999999993,36.713603999999997,55.549999999999997,1329.000000000000000,[No GPS Lock],55.55,Wet Meadow,dense meadow,2016_Late,4181.000000000000000,114, , , , , , ,4.0000000,4.0000000,117.3190002,-9,17.0000000,9.4606895,2392.8000488,2003,1,4,12.004170560000000
433,1305.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,50.000000000000000,-5.000000000000000,NW,NE,-118.686460999999994,36.713576000000003,55.549999999999997,1783.000000000000000, ,55.55,Wet Meadow,dense meadow,2016_Late,0.000000000000000,111, , , , , , ,4.0000000,4.0000000,124.1409988,-11,38.0000000,6.7579799,2391.2600098,2003,1,4,15.722499460000000
434,1316.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,50.000000000000000,5.000000000000000,NW,NE,-118.686460999999994,36.713596000000003,55.549999999999997,1329.000000000000000,[No GPS Lock],55.55,Wet Meadow,dense meadow,2016_Late,4180.000000000000000,112, , , , , , ,4.0000000,4.0000000,124.1409988,-11,38.0000000,6.7579799,2391.2600098,2003,1,4,14.632746590000000
435,1304.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,40.000000000000000,-5.000000000000000,NW,NE,-118.686438999999993,36.713568000000002,55.549999999999997,1783.000000000000000, ,55.55,Wet Meadow,dense meadow,2016_Late,0.000000000000000,109, , , , , , ,4.0000000,4.0000000,124.1409988,-11,38.0000000,6.7579799,2391.2600098,2003,1,4,17.764919129999999
436,1315.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,40.000000000000000,5.000000000000000,NW,NE,-118.686438999999993,36.713588000000001,55.549999999999997,1329.000000000000000,[No GPS Lock],55.55,Wet Meadow,dense meadow,2016_Late,4179.000000000000000,110, , , , , , ,4.0000000,4.0000000,124.1409988,-11,38.0000000,6.7579799,2391.2600098,2003,1,4,17.004467580000000
437,1303.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,30.000000000000000,-5.000000000000000,NW,NE,-118.686415999999994,36.713560000000001,55.549999999999997,1783.000000000000000, ,55.55,Wet Meadow,dense meadow,2016_Late,0.000000000000000,107, , , , , , ,4.0000000,4.0000000,124.1409988,-11,38.0000000,6.7579799,2391.2600098,2003,1,4,19.550483870000001
438,1314.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,30.000000000000000,5.000000000000000,NW,NE,-118.686415999999994,36.713580000000000,55.549999999999997,1329.000000000000000,[No GPS Lock],55.55,Wet Meadow,dense meadow,2016_Late,4178.000000000000000,108, , , , , , ,4.0000000,4.0000000,124.1409988,-11,38.0000000,6.7579799,2391.2600098,2003,1,4,19.119333560000001
439,1302.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,20.000000000000000,-5.000000000000000,NW,NE,-118.686392999999995,36.713552999999997,55.549999999999997,1783.000000000000000, ,55.55,Wet Meadow,dense meadow,2016_Late,0.000000000000000,105, , , , , , ,4.0000000,4.0000000,124.1409988,-11,38.0000000,6.7579799,2391.2600098,2003,1,4,21.079193719999999
440,1313.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,20.000000000000000,5.000000000000000,NW,NE,-118.686392999999995,36.713572999999997,55.549999999999997,1329.000000000000000, ,standing water,Wet Meadow,dense meadow,2016_Late,0.000000000000000,106, , , , , , ,4.0000000,4.0000000,124.1409988,-11,38.0000000,6.7579799,2391.2600098,2003,1,4,20.977344580000000
441,1301.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,10.000000000000000,-5.000000000000000,NW,NE,-118.686369999999997,36.713545000000003,55.549999999999997,1783.000000000000000, ,55.55,Wet Meadow,dense meadow,2016_Late,0.000000000000000,103, , , , , , ,4.0000000,4.0000000,183.9960022,-11,53345.0000000,4.1793799,2390.8000488,2003,1,4,22.351048710000001
442,1312.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,10.000000000000000,5.000000000000000,NW,NE,-118.686369999999997,36.713565000000003,55.549999999999997,1329.000000000000000,[No GPS Lock],55.55,Wet Meadow,dense meadow,2016_Late,4177.000000000000000,104, , , , , , ,4.0000000,4.0000000,183.9960022,-11,53345.0000000,4.1793799,2390.8000488,2003,1,4,22.578500680000001
443,1300.000000000000000,7/26/2016 0:00:00,,140.000000000000000, , ,0.000000000000000,-5.000000000000000,NW,NE,-118.686346999999998,36.713537000000002,55.549999999999997,1783.000000000000000, ,WPT 991,Wet Meadow,dense meadow,2016_Late,0.000000000000000,101, , , , , , ,4.0000000,4.0000000,183.9960022,-11,53345.0000000,4.1793799,2390.8000488,2003,1,4,23.366048880000001
444,1311.000000000000000,7/26/2016 0:00:00,12/30/1899 0:00:00,140.000000000000000, , ,0.000000000000000,5.000000000000000,NW,NE,-118.686346999999998,36.713557000000002,28.320000000000000,1329.000000000000000,[No GPS Lock],WPT 991,Wet Meadow,dense meadow,2016_Late,4176.000000000000000,102, , , , , , ,4.0000000,4.0000000,183.9960022,-11,53345.0000000,4.1793799,2390.8000488,2003,1,4,23.922801900000000
445,3110.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,100.000000000000000,-5.000000000000000,NNW,ENE,-118.686680999999993,36.713811999999997,64.189999999999998,3255.000000000000000,ZONE 00039,WPT 1138 on centerline,Wet Meadow,dense meadow,2017_Early,697.000000000000000,36.71378,-118.68668,2.2459,1.1331,59.375,CD659 12cm rods, ,4.0000000,2.0000000,134.3399963,-3,17.0000000,12.7231998,2400.9099121,2003,1,4,11.348457270000001
446,3109.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,90.000000000000000,-5.000000000000000,NNW,ENE,-118.686663999999993,36.713791000000001,69.100009999999997,3255.000000000000000,ZONE 00039,69.10001,Wet Meadow,dense meadow,2017_Early,696.000000000000000,36.71376,-118.68663,2.2979,1.1449,64.0683,CD659 12cm rods, ,4.0000000,2.0000000,126.7460022,-6,18.0000000,14.2955999,2396.9799805,2003,1,4,9.444893980000000
447,3122.000000000000000,6/29/2017 0:00:00,,140.000000000000000,-118.686672,36.713823,100.000000000000000,5.000000000000000,NNW,ENE,-118.686662999999996,36.713833999999999,55.549999999999997,1329.000000000000000,[No GPS Lock],WPT 1138 on centerline,Wet Meadow,dense meadow,2017_Early,1095.000000000000000,0,0,2.2707,1.0971,61.3401,CD659 12cm rods, ,4.0000000,2.0000000,126.6839981,-5,16.0000000,15.4476004,2398.8200684,2003,1,4,9.389234230000000
448,3108.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,80.000000000000000,-5.000000000000000,NNW,ENE,-118.686646999999994,36.713768999999999,61.570000000000000,3255.000000000000000,ZONE 00039,61.57,Wet Meadow,dense meadow,2017_Early,695.000000000000000,36.71375,-118.68661,2.212,1.1178,56.3871,CD659 12cm rods, ,4.0000000,2.0000000,126.7460022,-6,18.0000000,14.2955999,2396.9799805,2003,1,4,7.541330690000000
449,3121.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,90.000000000000000,5.000000000000000,NNW,ENE,-118.686645999999996,36.713811999999997,55.549999999999997,0.000000000000000, ,standing water,Wet Meadow,dense meadow,2017_Early,0.000000000000000, , , , , , , ,4.0000000,2.0000000,126.6839981,-5,16.0000000,15.4476004,2398.8200684,2003,1,4,7.485670940000000
450,3107.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,70.000000000000000,-5.000000000000000,NNW,ENE,-118.686628999999996,36.713746999999998,58.020000000000003,3255.000000000000000,ZONE 00039,58.02,Wet Meadow,dense meadow,2017_Early,694.000000000000000,36.71368,-118.68654,2.1532,1.1343,51.6246,CD659 12cm rods, ,4.0000000,2.0000000,126.7460022,-6,18.0000000,14.2955999,2396.9799805,2003,1,4,5.637767390000000
451,3120.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,80.000000000000000,5.000000000000000,NNW,ENE,-118.686628999999996,36.713790000000003,37.600000000000001,1329.000000000000000,[No GPS Lock],37.6,Wet Meadow,dense meadow,2017_Early,1094.000000000000000,0,0,1.6977,1.0575,22.6336,CD659 12cm rods, ,4.0000000,2.0000000,126.7460022,-6,18.0000000,14.2955999,2396.9799805,2003,1,4,5.582107650000000
452,3106.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,60.000000000000000,-5.000000000000000,NNW,ENE,-118.686611999999997,36.713724999999997,38.789999999999999,3255.000000000000000,ZONE 00039,38.79,Wet Meadow,dense meadow,2017_Early,693.000000000000000,36.71368,-118.68654,1.7237,1.0683,23.753,CD659 12cm rods, ,4.0000000,2.0000000,126.7460022,-6,18.0000000,14.2955999,2396.9799805,2003,1,4,3.734204100000000
453,3119.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,70.000000000000000,5.000000000000000,NNW,ENE,-118.686611999999997,36.713768000000002,48.439999999999998,1329.000000000000000,[No GPS Lock],48.44,Wet Meadow,dense meadow,2017_Early,1093.000000000000000,0,0,1.926,1.0613,35.7518,CD659 12cm rods, ,4.0000000,2.0000000,126.7460022,-6,18.0000000,14.2955999,2396.9799805,2003,1,4,3.678544360000000
454,3105.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,50.000000000000000,-5.000000000000000,NNW,ENE,-118.686594999999997,36.713703000000002,27.600000000000001,3255.000000000000000,ZONE 00039,under 3"" dead grass,Wet Meadow,dense meadow,2017_Early,692.000000000000000,36.71368,-118.68654,1.5372,1.0414,15.018,CD659 12cm rods, ,4.0000000,2.0000000,125.3079987,-7,10.0000000,12.2642002,2395.5200195,2003,1,4,1.830640810000000
455,3118.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,60.000000000000000,5.000000000000000,NNW,ENE,-118.686594999999997,36.713746000000000,28.910000000000000,1329.000000000000000,[No GPS Lock],28.91,Wet Meadow,dense meadow,2017_Early,1092.000000000000000,0,0,1.5541,1.0515,15.8703,CD659 12cm rods, ,4.0000000,2.0000000,126.7460022,-6,18.0000000,14.2955999,2396.9799805,2003,1,4,1.774981060000000
456,3117.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,55.000000000000000,5.000000000000000,NNW,ENE,-118.686586000000005,36.713735000000000,13.369999999999999,1329.000000000000000,[No GPS Lock],13.37,Wet Meadow,dense meadow,2017_Early,1091.000000000000000,0,0,1.3202,1.0235,7.3549,CD659 12cm rods, ,4.0000000,2.0000000,126.7460022,-6,18.0000000,14.2955999,2396.9799805,2003,1,4,0.828765390000000
457,3104.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,40.000000000000000,-5.000000000000000,NNW,ENE,-118.686577999999997,36.713681999999999,55.500000000000000,3255.000000000000000, ,under 3"" dead grass,Wet Meadow,dense meadow,2017_Early,0.000000000000000, , , , , , , ,4.0000000,2.0000000,125.3079987,-7,10.0000000,12.2642002,2395.5200195,2003,1,4,0.072922480000000
458,3116.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,50.000000000000000,5.000000000000000,NNW,ENE,-118.686577999999997,36.713724999999997,39.659999999999997,1329.000000000000000,[No GPS Lock],under down woody debris and log,Wet Meadow,dense meadow,2017_Early,1090.000000000000000,0,0,1.7361,1.0433,24.6113,CD659 12cm rods, ,4.0000000,2.0000000,126.7460022,-6,18.0000000,14.2955999,2396.9799805,2003,1,4,0.128582230000000
459,3103.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,30.000000000000000,-5.000000000000000,NNW,ENE,-118.686560999999998,36.713659999999997,66.060000000000002,3255.000000000000000,ZONE 00039,66.06,Wet Meadow,dense meadow,2017_Early,691.000000000000000,36.71366,-118.68651,2.2662,1.154,61.2849,CD659 12cm rods, ,4.0000000,2.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,1.976485780000000
460,3115.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,40.000000000000000,5.000000000000000,NNW,ENE,-118.686560999999998,36.713703000000002,24.520000000000000,1329.000000000000000,[No GPS Lock],24.52,Wet Meadow,dense meadow,2017_Early,1089.000000000000000,0,0,1.4874,1.0447,13.1223,CD659 12cm rods, ,4.0000000,2.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,2.032145520000000
461,3102.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,20.000000000000000,-5.000000000000000,NNW,ENE,-118.686543999999998,36.713638000000003,78.099999999999994,3255.000000000000000, ,under lots of dead grass,Wet Meadow,dense meadow,2017_Early,0.000000000000000, , , , , , , ,4.0000000,4.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,3.880049070000000
462,3114.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,30.000000000000000,5.000000000000000,NNW,ENE,-118.686543000000000,36.713681000000001,55.549999999999997,1329.000000000000000,[No GPS Lock],1000000000,Wet Meadow,dense meadow,2017_Early,1088.000000000000000,0,0,2.0424,1.1022,43.0268,CD659 12cm rods, ,4.0000000,4.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,3.935708810000000
463,3101.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,10.000000000000000,-5.000000000000000,NNW,ENE,-118.686526999999998,36.713616000000002,75.799999999999997,3255.000000000000000, ,75.8,Wet Meadow,dense meadow,2017_Early,0.000000000000000, , , , , , , ,4.0000000,4.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,6.655845210000000
464,3113.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,20.000000000000000,5.000000000000000,NNW,ENE,-118.686526000000001,36.713659000000000,77.799999999999997,1329.000000000000000,[No GPS Lock],Recorded as 10^9,Wet Meadow,dense meadow,2017_Early,1087.000000000000000,0,0,2.3363,1.1579,67.71519,CD659 12cm rods, ,4.0000000,4.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,5.839272110000000
465,3100.000000000000000,6/29/2017 0:00:00,,140.000000000000000,-118.686501,36.713605,0.000000000000000,-5.000000000000000,NNW,ENE,-118.686509999999998,36.713594000000001,79.529989999999998,3255.000000000000000,ZONE 00039,WPT 1137 on centerline,Wet Meadow,dense meadow,2017_Early,689.000000000000000,36.71359,-118.68646,2.377,1.151,71.5275,CD659 12cm rods, ,4.0000000,4.0000000,117.3190002,-9,17.0000000,9.4606895,2392.8000488,2003,1,4,10.398657190000000
466,3112.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,10.000000000000000,5.000000000000000,NNW,ENE,-118.686509000000001,36.713636999999999,77.799999999999997,1329.000000000000000,[No GPS Lock],Recorded as 10^9,Wet Meadow,dense meadow,2017_Early,1086.000000000000000,0,0,2.3566,1.1417,69.51051,CD659 12cm rods, ,4.0000000,4.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,7.742835400000000
467,3111.000000000000000,6/29/2017 0:00:00,,140.000000000000000, , ,0.000000000000000,5.000000000000000,NNW,ENE,-118.686492000000001,36.713616000000002,77.799999999999997,1329.000000000000000,[No GPS Lock],Recorded as 10^9,Wet Meadow,dense meadow,2017_Early,1085.000000000000000,0,0,2.2289,1.1383,57.9438,CD659 12cm rods, ,4.0000000,4.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,10.350190000000000
468,13100.000000000000000,6/28/2018 0:00:00,,140.000000000000000, , ,-5.000000000000000,0.000000000000000,SW,SE,-118.686591000000007,36.713630999999999,36.030000000000001,1329.000000000000000,[Unspecified Zone],36.03,Wet Meadow,dense meadow,2018_Early,1716.000000000000000,36.71357,-118.68641,1.6819,1.0434,21.2409,CD659 12cm rods, ,4.0000000,2.0000000,125.3079987,-7,10.0000000,12.2642002,2395.5200195,2003,1,4,1.363098950000000
469,13101.000000000000000,6/28/2018 0:00:00,,140.000000000000000,-118.686576,36.713635,5.000000000000000,0.000000000000000,SW,SE,-118.686576000000002,36.713634999999996,34.689999999999998,1329.000000000000000,[Unspecified Zone],Used most NW point from July 2016 transect,Wet Meadow,dense meadow,2018_Early,1717.000000000000000,36.7136,-118.68649,1.6581,1.0631,20.1186,CD659 12cm rods, ,4.0000000,2.0000000,125.3079987,-7,10.0000000,12.2642002,2395.5200195,2003,1,4,0.317825360000000
470,13102.000000000000000,6/28/2018 0:00:00,,140.000000000000000, , ,-5.000000000000000,10.000000000000000,SW,SE,-118.686559000000003,36.713624000000003,55.549999999999997,1329.000000000000000,[Unspecified Zone],55.55,Wet Meadow,dense meadow,2018_Early,1718.000000000000000,36.7136,-118.68649,2.0989,1.1038,47.2426,CD659 12cm rods, ,4.0000000,2.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,2.230985630000000
471,13103.000000000000000,6/28/2018 0:00:00,,140.000000000000000, , ,5.000000000000000,10.000000000000000,SW,SE,-118.686543999999998,36.713628000000000,55.549999999999997,1329.000000000000000,[Unspecified Zone],55.55,Wet Meadow,dense meadow,2018_Early,1719.000000000000000,36.7136,-118.68655,2.2052,1.1075,55.7676,CD659 12cm rods, ,4.0000000,4.0000000,122.9589996,-9,19.0000000,11.0173998,2393.8200684,2003,1,4,3.846653220000000
